MovieId,Title,Tmdb_id,vote_average,vote_count,popularity,overview,,,,,,,,,,,,,,
1402,Tyrannosaur,76543,7.3,181,3.802,"The story of Joseph a man plagued by violence and a rage that is driving him to self-destruction. As Joseph's life spirals into turmoil a chance of redemption appears in the form of Hannah, a Christian charity shop worker. Their relationship develops to reveal that Hannah is hiding a secret of her own with devastating results on both of their lives.",,,,,,,,,,,,,,
1403,Unknown,48138,6.6,1802,8.106,"An American biologist attending a conference in Berlin awakens from a coma after a car accident, only to discover that someone has taken his identity and that no one, not even his wife, believes him. With the help of an illegal immigrant and a former Stazi agent, he sets out to prove who he is and find out why people are trying to kill him.",,,,,,,,,,,,,,
1403,Unknown,107679,0,0,0.6,,,,,,,,,,,,,,,
1404,Urban Explorer,73290,5.2,37,3.397,"Anxious to explore the mysterious hidden world under metropolitan Berlin, an international group of four urban explorers hires a local guide, Kris, who leads them into the maze of escape tunnels and subterranean fortifications under the city. When their guide has a bad fall, two of the girls in the group frantically set off to seek help while Denis, the young American, stays behind. Armin, a former East German border guard suddenly appears from nowhere. Out of sheer desperation, Denis allows Armin to lead them and their unconscious guide to safety and it is at this moment that Denis realizes he has just made the biggest mistake of his life!",,,,,,,,,,,,,,
1405,Vs,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1406,Vile,132064,5.1,72,2.887,"A group of attractive young people (of course) awaken to find themselves prisoners in a mysterious house with no means of escape. They are each outfitted with new accouterments--electronic devices attached to the base of their skulls--and a recording on a television screen alerts them of their task. In order to escape, they must hurt themselves and each other. The chemicals that the brain produces when in pain are collected by the devices, and when it collects a predetermined amount, the doors will be opened. Fail to do it in time, and everybody dies.",,,,,,,,,,,,,,
1407,Wake Wood,59726,5.5,83,3.592,The parents of a girl who was killed by a savage dog are granted the opportunity to spend three days with their deceased daughter.,,,,,,,,,,,,,,
1408,War Horse,57212,7.2,1592,11.772,"Follows a young man named Albert and his horse, Joey, and how their bond is broken when Joey is sold to the cavalry and sent to the trenches of World War One. Despite being too young to enlist, Albert heads to France to save his friend.",,,,,,,,,,,,,,
1409,Warrior,59440,7.8,1925,12.361,"The youngest son of an alcoholic former boxer returns home, where he's trained by his father for competition in a mixed martial arts tournament - a path that puts the fighter on a collision course with his estranged, older brother, an ex-marine with a tragic past.",,,,,,,,,,,,,,
1409,Warrior,362056,2.3,4,0.6,,,,,,,,,,,,,,,
1410,Water for Elephants,55787,6.9,1405,7.965,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",,,,,,,,,,,,,,
1411,W.E. (2011),Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1411,W.E. (2011),Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1412,We Bought a Zoo,74465,6.6,1312,9.971,"Benjamin has lost his wife and, in a bid to start his life over, purchases a large house that has a zoo – welcome news for his daughter, but his son is not happy about it. The zoo is in need of renovation and Benjamin sets about the work with the head keeper and the rest of the staff, but, the zoo soon runs into financial trouble.",,,,,,,,,,,,,,
1413,We Need to Talk About Kevin,71859,7.5,1126,8.182,"After her son Kevin commits a horrific act, troubled mother Eva reflects on her complicated relationship with her disturbed son as he grew from a toddler into a teenager.",,,,,,,,,,,,,,
1414,What's Your Number?,63492,6.4,1082,6.391,"Ally Darling (Anna Faris) is realizing she's a little lost in life. Her latest romance has just fizzled out, and she's just been fired from her marketing job. Then she reads an eye-opening magazine article that warns that 96 percent of women who've been with 20 or more lovers are unlikely to find a husband. Determined to turn her life around and prove the article wrong, Ally embarks on a mission to find the perfect mate from among her numerous ex-boyfriends.",,,,,,,,,,,,,,
1415,The Whisperer in Darkness,87178,6.7,40,2.317,"Written in 1931, H.P. Lovecraft's iconic genre-bending tale of suspense and alien terrors is brought to life in the style of the classic horror films of the 1930s like Frankenstein, Dracula and King Kong. Using its Mythoscope™ process — a mix of vintage and modern techniques — the H.P. Lovecraft Historical Society expands on Lovecraft's original tale while still bringing you unparalleled authenticity. Horror and science fiction collide in the adventure of Albert Wilmarth, a folklore professor at Miskatonic University, as he investigates legends of strange creatures rumored to dwell in the most remote mountains of Vermont. Wilmarth’s investigation leads him to a discovery of horrors quite beyond anything he ever imagined, and ends in a desperate attempt to escape the remote New England hills with his life and sanity intact.",,,,,,,,,,,,,,
1415,The Whisperer in Darkness,505428,10,1,0.6,A fan film based on the The Whisperer in Darkness book.,,,,,,,,,,,,,,
1416,White: The Melody of the Curse,74860,5.9,25,2.377,"Pop band Pink Dolls emerges to stardom after releasing a remake of “White,” written by an anonymous composer. The more popular the members become, however, the more they become torn by jealousy and rivalries. But as the girls each take turns to become the lead vocalist, mysterious incidents occur.",,,,,,,,,,,,,,
1417,Wild Bill,86593,6.8,84,4.478,"Out on parole after 8 years inside Bill Hayward returns home to find his now 11 and 15 year old sons abandoned by their mother and fending for themselves. Unwilling to play Dad, an uncaring Bill is determined to move on.",,,,,,,,,,,,,,
1418,Win Win,55725,6.8,242,4.931,"When down-on-his-luck part-time high school wrestling coach Mike agrees to become legal guardian to an elderly man, his ward's troubled grandson turns out to be a star grappler, sparking dreams of a big win -- until the boy's mother retrieves him.",,,,,,,,,,,,,,
1418,Win Win,272376,0,0,0.6,A Swiss mayor and a Chinese watchmaker living in the Jura decide to organize the semi-finals of Miss China in Switzerland.,,,,,,,,,,,,,,
1419,Windigo,167079,3.8,2,0.6,"In June of 2004, a group of film students and actors from Toronto camp out on the property of one of this town's only residents. With uncooperative actors, technical problems, and of course swarms of mosquitos, the project they went there to film quickly goes downhill. Brandon, the camera man, starts noticing strange things on the tapes, and people start acting weird. Could the people of Bonville have something to hide?",,,,,,,,,,,,,,
1420,Winnie the Pooh (2011),Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1420,Winnie the Pooh (2011),Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1421,The Woman,65599,6.1,204,4.405,A lawyer puts his family in jeopardy when he captures the last member of a violent clan and tries to forcibly tame her.,,,,,,,,,,,,,,
1422,Wuthering Heights,9364,6.1,104,6.04,"A poor boy of unknown origins is rescued from poverty and taken in by the Earnshaw family where he develops an intense relationship with his young foster sister, Cathy. Based on the classic novel by Emily Bronte.",,,,,,,,,,,,,,
1423,Your Highness,38319,5.3,674,6.898,"A fantasy movie about an arrogant, lazy prince and his more heroic brother who must complete a quest in order to save their father's kingdom.",,,,,,,,,,,,,,
1423,Your Highness,98957,3,4,0.6,A short film that shows a man striking bizarre poses has been interpreted as a comical representation of behavior on the soccer field,,,,,,,,,,,,,,
1424,Young Adult,57157,5.7,528,7.729,"A divorced writer from the Midwest returns to her hometown to reconnect with an old flame, who's now married with a family.",,,,,,,,,,,,,,
1425,Zookeeper,38317,5.3,754,9.632,"A comedy about a zookeeper who might be great with animals, but he doesn't know anything about the birds and the bees. The man can't find love, so he decides to quit his job at the zoo, but his animal friends try to stop him and teach him that Mother Nature knows best when it comes to love.",,,,,,,,,,,,,,
1426,12/12/2012,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1427,21 Jump Street,64688,6.8,5716,11.502,"In high school, Schmidt was a dork and Jenko was the popular jock. After graduation, both of them joined the police force and ended up as partners riding bicycles in the city park. Since they are young and look like high school students, they are assigned to an undercover unit to infiltrate a drug ring that is supplying high school students synthetic drugs.",,,,,,,,,,,,,,
1428,100 Bloody Acres,126757,6,53,2.216,"Reg and Lindsay run an organic fertiliser business. They need a fresh supply of their secret ingredient"" to process through the meat grinder. Reg comes across two guys and a girl with a broken-down vehicle on their way to a music festival.""",,,,,,,,,,,,,,
1429,Abduction of Eden,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1430,Abraham Lincoln vs. Zombies,98948,3.9,59,3.092,"As Abraham Lincoln labors over the Gettysburg address, the importance of which he is fully aware, he learns that a menace from his past has returned, threatening to tear the already fractured nation to pieces. He must journey behind enemy lines to face an foe far more fearsome than the Confederate army: the walking dead.",,,,,,,,,,,,,,
1431,Adopting Terror,132099,4.8,12,2.151,"Tim and Cheryl Broadbent are excited to finally adopt Mona, a beautiful baby girl. But when the baby's biological father starts stalking them, their world turns upside down: through intimidation, manipulation, and violence, he is determined to take his daughter back. Written by Anonymous  (IMDB.com).",,,,,,,,,,,,,,
1432,Abraham Lincoln: Vampire Hunter,72331,5.6,1796,10.271,"President Lincoln's mother is killed by a supernatural creature, which fuels his passion to crush vampires and their slave-owning helpers.",,,,,,,,,,,,,,
1433,Phoenix Wright: Ace Attorney,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1434,The Act of Killing,123678,7.7,288,5.394,"In a place where killers are celebrated as heroes, these filmmakers challenge unrepentant death-squad leaders to dramatize their role in genocide. The result is a surreal, cinematic journey, not only into the memories and imaginations of mass murderers, but also into a frighteningly banal regime of corruption and impunity.",,,,,,,,,,,,,,
1435,Act of Valor,75674,6.3,539,7.944,"When a covert mission to rescue a kidnapped CIA operative uncovers a chilling plot, an elite, highly trained U.S. SEAL team speeds to hotspots around the globe, racing against the clock to stop a deadly terrorist attack.",,,,,,,,,,,,,,
1436,Adventures in Zambezia,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1437,After,118612,5.6,82,3.798,"When two bus crash survivors awake to discover that they are the only people left in their small town, they must form an unlikely alliance in a race to unravel the truth behind their isolation. As strange events begin to unfold, they start to question whether the town they know so well is really what it seems.",,,,,,,,,,,,,,
1438,Aftershock,123103,5.2,149,5.191,Mayhem and death follow when an earthquake traps a group of tourists in a Chilean town.,,,,,,,,,,,,,,
1438,Aftershock,44560,7.4,57,2.717,"Based on the Tangshan Earthquake in 1976 that took the lives of 240,000 people.",,,,,,,,,,,,,,
1439,Alex Cross,94348,5.1,389,8.602,"After Washington DC detective Alex Cross is told that a family member has been murdered, he vows to track down the killer. He soon discovers that she was not his first victim and that things are not what they seem.",,,,,,,,,,,,,,
1440,Alles Is Familie,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1441,Amber Alert,414067,5.9,12,1.78,A 20 year old man takes a bus full of young children hostage in exchange for money to help his sick mother. Meanwhile a detective must over come doubt from family and co-workers while she tries to negotiate with the hostage taker.,,,,,,,,,,,,,,
1441,Amber Alert,135670,4.9,34,1.539,"When a group of friends decides to follow a car they've seen posted on an Amber Alert, things start to go very wrong.",,,,,,,,,,,,,,
1442,American Mary,126277,6.1,231,5.269,A young medical student struggling to pay tuition is drawn into the shady world of underground body-modification.,,,,,,,,,,,,,,
1443,Amour,86837,7.7,635,5.021,"Georges and Anne are in their eighties. They are cultivated, retired music teachers. Their daughter, who is also a musician, lives abroad with her family. One day, Anne has a stroke, and the couple's bond of love is severely tested.",,,,,,,,,,,,,,
1444,The Angels' Share,103747,7,215,4.234,"Narrowly avoiding jail, new dad Robbie vows to turn over a new leaf. A visit to a whisky distillery inspires him and his mates to seek a way out of their hopeless lives.",,,,,,,,,,,,,,
1445,Antiviral,125490,5.8,144,5.145,"After becoming infected with the virus that killed superstar Hannah Geist, Syd March must unravel the mystery surrounding her death to save his own life .",,,,,,,,,,,,,,
1446,Any Questions for Ben?,88478,6.4,10,0.898,"For 27-year-old Ben, life couldn't be better. A well paid job, friends, parties, girls and nothing to tie him down. But when he is invited back to his old school to join several other ex-students including Alex and Jim in talking about their personal achievements, something goes wrong.",,,,,,,,,,,,,,
1447,The Apparition,79694,4.3,197,5.897,"Plagued by frightening occurrences in their home, Kelly and Ben learn that a university's parapsychology experiment produced an entity that is now haunting them. The malevolent spirit feeds on fear and torments the couple no matter where they run. Desperate, Kelly and Ben turn to a paranormal researcher, but even with his aid, it may already be too late to save themselves from the terrifying presence.",,,,,,,,,,,,,,
1447,The Apparition,482712,6.4,32,2.826,Jacques is a journalist at a large regional newspaper in France. His reputation as an impartial and talented investigator attracts the attention of the Vatican who recruits him for a special task; taking part of a committee to investigate the veracity of a saintly apparition in a small French village – a true canonical investigation.,,,,,,,,,,,,,,
1448,Arbitrage,60599,6.2,413,5.267,"A troubled hedge fund magnate, desperate to complete the sale of his trading empire, makes an error that forces him to turn to an unlikely person for help.",,,,,,,,,,,,,,
1449,Argo,68734,7.2,4622,11.059,"As the Iranian revolution reaches a boiling point, a CIA 'exfiltration' specialist concocts a risky plan to free six Americans who have found shelter at the home of the Canadian ambassador.",,,,,,,,,,,,,,
1450,As One,363770,0,0,0.6,"A thriller about a never-ending war, a town ravaged by a devastating storm, and the woman caught in between.",,,,,,,,,,,,,,
1450,As One,113388,7.4,21,1.333,"A unified team representing the two Koreas competed at the 1991 Chiba International Table Tennis Championships. It was the first such sport team since the division of the Korean peninsula. The unified team won the group competition event, beating the front runner, China. HA Ji-won plays the South Korean table tennis player, HYEON Jeong-hwa and her North Korean counterpart, LEE Bun-hee, is played by BAE Doona.",,,,,,,,,,,,,,
1451,Asterix and Obelix: God Save Britannia,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1452,Bachelorette,84174,5.4,672,5.899,Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,,,,,,,,,,,,,,
1453,Badass,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1454,Bait 3D,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1455,Battleship,44833,5.6,2919,18.929,"When mankind beams a radio signal into space, a reply comes from ‘Planet G’, in the form of several alien crafts that splash down in the waters off Hawaii. Lieutenant Alex Hopper is a weapons officer assigned to the USS John Paul Jones, part of an international naval coalition which becomes the world's last hope for survival as they engage the hostile alien force of unimaginable strength. While taking on the invaders, Hopper must also try to live up to the potential his brother, and his fiancée's father, Admiral Shane, expect of him.",,,,,,,,,,,,,,
1456,The Bay,123105,5.5,318,4.775,"Two million fish washed ashore. One thousand blackbirds dropped from the sky. On July 4, 2009 a deadly menace swept through the quaint seaside town of Claridge, Maryland, but the harrowing story of what happened that Independence Day has never been told—until now. The authorities believed they had buried the truth about the tragedy that claimed over 700 human lives. Now, three years later, a reporter has emerged with footage revealing the cover-up and an unimaginable killer: a mysterious parasitic outbreak. Told from the perspective of those who were there and saw what happened, The Bay unfolds over 24 hours through people's iPhones, Androids, 911 calls, webcams, and whatever else could be used to document the nightmare in Claridge. What follows is a nerve-shredding tale of a small town plunged into absolute terror.",,,,,,,,,,,,,,
1457,The Battery,177221,6.3,119,3.75,"In rural Connecticut, baseball players Ben and Mickey are trying to survive a zombie plague. They are forced to form a battery: a catcher and a pitcher who work together to outwit the batter, the one who hits the ball. And the batter in this case just happens to be a zombie. Tough Ben and gentle Mickey frequently disagree on the best way to go about the situation. Then they suddenly hear a human voice through their walkie-talkies. Is salvation nearby, like Mickey thinks, or is Ben’s suspicion justified?",,,,,,,,,,,,,,
1458,Beasts of the Southern Wild,84175,6.9,556,5.038,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",,,,,,,,,,,,,,
1459,Berberian Sound Studio,116811,6.2,152,5.159,"In the 1970s, a British sound technician is brought to Italy to work on the sound effects for a gruesome horror film. His nightmarish task slowly takes over his psyche, driving him to confront his own past.",,,,,,,,,,,,,,
1460,The Best Exotic Marigold Hotel,74534,6.9,651,5.461,"British retirees travel to India to take up residence in what they believe is a newly restored hotel. Less luxurious than its advertisements, the Marigold Hotel nevertheless slowly begins to charm in unexpected ways as the residents find new purpose in their old age.",,,,,,,,,,,,,,
1461,Big Miracle,78698,6.6,223,6.263,"Based on an inspiring true story, a small-town news reporter (Krasinski) and a Greenpeace volunteer (Barrymore) enlist the help of rival superpowers to save three majestic gray whales trapped under the ice of the Arctic Circle. ‘Big Miracle’ is adapted from the nonfiction book ‘Freeing the Whales: How the Media Created the World’s Greatest Non-Event’ by Tom Rose.",,,,,,,,,,,,,,
1462,The Body,111083,7.6,423,7.925,"A woman’s body disappears mysteriously from the morgue without a trace. Police inspector Jaime Peña investigates the strange occurrence with the help of Álex Ulloa, the widower of the missing woman.",,,,,,,,,,,,,,
1463,Brake,85414,5.6,99,4.626,A Secret Service Agent is held captive in the trunk of a car and endures high-speed mental and physical torture as terrorists attempt to extract needed information for their sinister plot.,,,,,,,,,,,,,,
1464,Brave,62177,6.9,7042,22.421,"Brave is set in the mystical Scottish Highlands, where Mérida is the princess of a kingdom ruled by King Fergus and Queen Elinor. An unruly daughter and an accomplished archer, Mérida one day defies a sacred custom of the land and inadvertently brings turmoil to the kingdom. In an attempt to set things right, Mérida seeks out an eccentric old Wise Woman and is granted an ill-fated wish. Also figuring into Mérida’s quest — and serving as comic relief — are the kingdom’s three lords: the enormous Lord MacGuffin, the surly Lord Macintosh, and the disagreeable Lord Dingwall.",,,,,,,,,,,,,,
1464,Brave,460462,0,0,0.6,"BRAVE is an inspirational short film inspired (but not based) by a true story on page 88 of T.D Jakes ‘The Lady, Her Lover & Her Lord’. It is a heartfelt story based on the lives of a young couple, Nathan (Wole Ojo) and Layo (Adesua Etomi) who seem to have happiness, love and comfort. Though married for two years, Layo is beginning to worry about her failure in getting pregnant. When eventually she does get pregnant, she hides the news from Nathan, preparing to break the good news on their anniversary dinner outing in two days. Unfortunately, that night will mark the beginning of a nightmare both may not wake from, and suddenly, love is not enough.",,,,,,,,,,,,,,
1465,The Brass Teapot,127867,5.9,215,5.149,"When a couple discovers that a brass teapot makes them money whenever they hurt themselves, they must come to terms with how far they are willing to go.",,,,,,,,,,,,,,
1466,Bring Me the Head of the Machine Gun Woman,232195,5.8,14,1.034,"A powerful Chilean gangster uses everything in his power to stop the woman that wants to kill him, a sexy mercenary known as the machine gun woman"". The staggering sum of cash he offers for her head sets in motion an army of hitmen. And also", by accident, bursts in the life of naïve DJ Santiago, a common youth that will have to steel his guts against the underworld, and above all," survive the irresistible - and bloodthirsty - Machine Gun Woman.  - Written by FICV""",,,,,,,,,
1467,The Cabin in the Woods,22970,6.5,3551,15.077,"Five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods.",,,,,,,,,,,,,,
1468,The Campaign,77953,5.7,838,6.402,Two rival politicians compete to win an election to represent their small North Carolina congressional district in the United States House of Representatives.,,,,,,,,,,,,,,
1469,Casa De Mi Padre,80304,5.3,135,4.572,"Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",,,,,,,,,,,,,,
1470,Celeste And Jesse Forever,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1471,Chernobyl Diaries,93856,5,749,6.129,"A group of six tourists looking to go off the beaten path, hire an 'extreme tour guide'. Ignoring warnings, he takes them into the city of Pripyat, the former home to the workers of the Chernobyl nuclear reactor, but a deserted town since the disaster more than 25 years earlier. After a brief exploration of the abandoned city, the group members find themselves stranded, only to discover that they are not alone.",,,,,,,,,,,,,,
1472,Chronicle,76726,6.7,2748,10.961,"Three high school students make an incredible discovery, leading to their developing uncanny powers beyond their understanding. As they learn to control their abilities and use them to their advantage, their lives start to spin out of control, and their darker sides begin to take over.",,,,,,,,,,,,,,
1473,Cinderella 3D,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1474,The Cinema Snob Movie,135097,9,1,0.6,"When small time exploitation filmmakers Craig (Brad Jones) and Neil (Jake Norvell) are denied filming permits by the snooty head of the local film commission (Ryan Mitchelle), Craig’s only option is to go undercover as a pretentious film snob. But once accepted by the group Craig finds himself thrust into a strange and deadly mystery surrounding the very secretive club.",,,,,,,,,,,,,,
1475,Cloud Atlas,83542,6.8,4055,10.428,"A set of six nested stories spanning time between the 19th century and a distant post-apocalyptic future. Cloud Atlas explores how the actions and consequences of individual lives impact one another throughout the past, the present and the future. Action, mystery and romance weave through the story as one soul is shaped from a killer into a hero and a single act of kindness ripples across centuries to inspire a revolution in the distant future.  Based on the award winning novel by David Mitchell. Directed by Tom Tykwer and the Wachowskis.",,,,,,,,,,,,,,
1476,Cockneys vs. Zombies,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1477,Come Out and Play,127884,5.1,47,3.141,"A couple take a vacation to a remote island - their last holiday together before they become parents. Soon after their arrival, they notice that no adults seem to be present - an observation that quickly presents a nightmarish reality.",,,,,,,,,,,,,,
1478,Compliance,84188,6.4,317,6.871,"Sandra is the manager at a fast-food restaurant, and Becky is her teenaged counter girl who really needs the job. One stressful day, a police officer telephones and accuses Becky of stealing money from a customer’s purse, which Becky vehemently denies. Sandra, overwhelmed by her managerial responsibilities, complies with the officer’s orders to detain Becky, beginning a nightmare that tragically blurs the lines between expedience, prudence, legality and reason.",,,,,,,,,,,,,,
1479,The Conspiracy,133369,6.1,114,4.643,A documentary about conspiracy theories takes a horrific turn after the filmmakers uncover an ancient and dangerous secret society.,,,,,,,,,,,,,,
1480,Cosmopolis,49014,5.3,487,4.395,"Riding across Manhattan in a stretch limo during a riot in order to get a haircut, a 28-year-old billionaire asset manager's life begins to crumble.",,,,,,,,,,,,,,
1481,Damsels in Distress,82533,5.4,91,4.381,"A trio of beautiful girls set out to revolutionize life at a grungy American university: the dynamic leader Violet Wister, principled Rose and sexy Heather. They welcome transfer student Lily into their group which seeks to help severely depressed students with a program of good hygiene and musical dance numbers.",,,,,,,,,,,,,,
1482,The Dark Knight Rises,49026,7.7,12498,28.052,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.",,,,,,,,,,,,,,
1483,Dark Shadows,62213,5.8,3667,9.129,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,,,,,,,,,,,,,,
1484,Dead Before Dawn,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
1485,Delhi Safari,51485,5.5,12,1.4,The movie centers on a group of animals in a national park in Bombay trying to figure out a way to stop humans from building an apartment complex on their land.,,,,,,,,,,,,,,
1486,Dead Mine,190899,4.7,34,1.988,"The legend of Yamashita's Gold lures a treasure hunter and his group deep into the Indonesian jungle. Once they are trapped in an abandoned World War II Japanese bunker, they face the terrifying reality that the only way out is to go further in.",,,,,,,,,,,,,,
1487,Dead Season,114789,4.3,22,1.041,"It has been over one year since the start of the outbreak. Our society has collapsed and the world has descended into chaos. Elvis and Tweeter are two of the last people left alive, and band together to flee the United States for a remote island somewhere in the Caribbean. On the island, they find a new community struggling to hold out against an army of corpses. They can join this band of survivors-- but only if they can do what must be done for the good of the group.",,,,,,,,,,,,,,
1488,Dead Sushi,110345,6,28,1.778,"Keiko, daughter of a famous sushi chef, leaves home to escape his overbearing training in both sushi-making and martial arts. Finding work at a rural inn, she is bullied by the staff and ridiculed by the guests, including the president of Komatsu Pharmaceuticals, who has come to the inn for a vacation with his associates. Little do they know, however, that disgruntled Komatsu researcher Yamada has followed them there with designs on revenge, using a serum he developed that can awaken the murderous instincts of fish on rice, creating…killer sushi! Bloodthirsty tuna and squid soon descend upon the humans, killing many and turning the remainder into zombie-like creatures.",,,,,,,,,,,,,,
1489,The Devil Inside,76487,4.7,388,5.884,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",,,,,,,,,,,,,,
1490,The Devil's Carnival,100493,5.8,40,2.943,"Sinners are invited to a theme park where they endure the repetition of their transgressions. What chances do a conniving kleptomaniac, a gullible teenager, and an obsessed father stand when facing their own moral failings? Lucifer and his colorful cast of singing carnies invite you to grab a ticket to The Devil’s Carnival to find out!",,,,,,,,,,,,,,
1491,The Dictator,76493,6,2600,8.144,The heroic story of a dictator who risks his life to ensure that democracy would never come to the country he so lovingly oppressed.,,,,,,,,,,,,,,
1492,The Dinosaur Project,119698,4.6,85,4.24,Found footage of an expedition into the Congo jungle where a team of explorers stumbles upon a colony of Dinosaurs.,,,,,,,,,,,,,,
1493,Disconnect,127517,7.1,617,7.442,"Disconnect interweaves multiple storylines about people searching for human connection in today’s wired world. Through poignant turns that are both harrowing and touching, the stories intersect with surprising twists that expose a shocking reality into our daily use of technology that mediates and defines our relationships and ultimately our lives.",,,,,,,,,,,,,,
1493,Disconnect,200094,6.7,3,1.002,"A distraught college student finds a phone that enables her to talk to her deceased mother in the past. Instead of a heart attack, she learns that her mother was murdered. She tries to use the phone to stop the murder from occurring before the killer finds and kills her too.",,,,,,,,,,,,,,
1494,The Divide,38541,5.9,274,6.417,"Survivors of a nuclear attack are grouped together for days in the basement of their apartment building, where fear and dwindling supplies wear away at their dynamic.",,,,,,,,,,,,,,
1494,The Divide,392269,7.6,5,0.603,"The Divide tells the story of 7 individuals striving for a better life in modern day US and UK - where the top 0.1% owns as much wealth as the bottom 90%. By plotting these tales together, we uncover how virtually every aspect of our lives is controlled by one factor: the size of the gap between rich and poor.The film is inspired by The Spirit Level"" by Richard Wilkinson and Kate Pickett.""",,,,,,,,,,,,,,
1494,The Divide,523108,0,0,0.6,"Set in drought-plagued Northern California in 1976, The Divide chronicles the story of Sam Kincaid (King), an aging rancher with a failing memory, his estranged and independent-minded daughter, Sarah, and Luke, a young ranch hand who finds himself in the midst of a family in crisis. Internal struggles, the realities of an unforgiving landscape, and the need to reconcile a long-ago tragedy collide to create the backdrop for this classic American Western.",,,,,,,,,,,,,,
1494,The Divide,544315,0,0,0.6,"Looking to improve his studies, a young man resorts to drastic measures in the form of experimental therapy.",,,,,,,,,,,,,,
1495,Django Unchained,68718,8,13936,17.904,"With the help of a German bounty hunter, a freed slave sets out to rescue his wife from a brutal Mississippi plantation owner.",,,,,,,,,,,,,,
1496,Djinn,229138,4.2,30,2.038,"Desperate to put the traumatic loss of their infant child behind them, newlywed couple Khalid and Salama return to their home in the United Arab Emirates. Unknown to the couple, their new luxury apartment block, Al Hamra, was built on the site of an old abandoned fishing village of the same name. Legend has it the village was abandoned after manevolant beings haunted its inhabitants. Unsettled by her new surroundings and the eerie hallways of Al Hamra, Khalid worries his wife is failing to battle her personal demons – but could it be something far more sinister?",,,,,,,,,,,,,,
1497,Dredd,49049,6.7,2554,9.732,"In the future, America is a dystopian wasteland. The latest scourge is Ma-Ma, a prostitute-turned-drug pusher with a dangerous new drug and aims to take over the city. The only possibility of stopping her is an elite group of urban police called Judges, who combine the duties of judge, jury and executioner to deliver a brutal brand of swift justice. But even the top-ranking Judge, Dredd, discovers that taking down Ma-Ma isn’t as easy as it seems in this explosive adaptation of the hugely popular comic series.",,,,,,,,,,,,,,
1497,Dredd,470347,0,0,0.6,"Abella is sick of the same old cock, so we give her her biggest anal challenge yet! Big natural tits beauty Ashley Addams lusts for length and girth. Dredd bottoms out in Keisha's tight holes... Tattooed hottie Marley Brinx wants to feel Dredd's devastation!",,,,,,,,,,,,,,
1498,Eega,148265,7.1,63,3.17,"Nani is a flower decorator, madly in love with his neighbor Bindhu. He gets killed by the baddie, Sudeep, a powerful businessman. Nani comes back as a housefly to get his revenge.",,,,,,,,,,,,,,
1499,Ekfie Hopkins: Cannibal Hunter,Not Available,Not Available,Not Available,Not Available,Not Available,,,,,,,,,,,,,,
